"Agrostis_castellana" "Agrostis_pourretii" "Aira_cupaniana" "Alopecurus_arundinaceus" "Alopecurus_geniculatus" "Alyssum_granatense" "Andryala_integrifolia" "Anthemis_arvensis" "Anthoxanthum_aristatum" "Anthoxanthum_ovatum" "Aphanes_microcarpa" "Arrhenatherum_album" "Asterolinon_linum.stellatum" "Astragalus_pelecinus" "Avena_barbata" "Bellis_perennis" "Brassica_barrelieri" "Briza_minor" "Bromus_hordeaceus" "Bromus_tectorum" "Capsella_bursa.pastoris" "Carex_divisa" "Carum_verticillatum" "Centaurea_collina" "Centranthus_calcitrapae" "Cerastium_glomeratum" "Cerastium_pentandrum" "Cerastium_semidecandrum" "Chamaemelum_nobile" "Convolvulus_arvensis" "Coronilla_repanda" "Crassula_tillaea" "Crepis_capillaris" "Crepis_vesicaria" "Cynodon_dactylon" "Cynosurus_cristatus" "Cytisus_scoparius" "Dactylis_glomerata" "Daucus_carota" "Dipcadi_serotinum" "Echium_plantagineum" "Erodium_botrys" "Erodium_ciconium" "Erodium_cicutarium" "Eryngium_campestre" "Euphorbia_exigua" "Festuca_ampla" "Festuca_rothmalierii" "Filago_pyramidata" "Galium_parissiense" "Gaudinia_fragilis" "Geranium_molle" "Halimium_umbellatum" "Helianthemum_aegyptiacum" "Herniaria_glabra" "Herniaria_hirsuta" "Hieracium_pilosella" "Holcus_lanatus" "Holcus_setiglumis" "Hordeum_marinum" "Hymenocarpos_lotoides" "Hypericum_perforatum" "Hypochaeris_glabra" "Hypochaeris_radicata" "Isolepis_setacea" "Jasione_montana" "Juncus_bufonius" "Juncus_capitatus" "Juncus_squarrosus" "Lathyrus_angulatus" "Lavandula_stoechas" "Leontodon_taraxacoides" "Leontodon_tuberosus" "Linaria_spartea" "Linum_bienne" "Logfia_gallica" "Logfia_minima" "Lotus_corniculatus" "Lupinus_hispanicus" "Mentha_pulegium" "Merendera_bulbocodium" "Merendera_filifolia" "Merendera_pyrenaica" "Mibora_minima" "Micropyrum_tenellum" "Moenchia_erecta" "Montia_fontana" "Muscari_comosum" "Nardus_stricta" "Ornithopus_compressus" "Ornithopus_perpusillus" "Parentucellia_latifolia" "Petrorhagia_prolifera" "Plantago_bellardii" "Plantago_coronopus" "Plantago_lagopus" "Plantago_lanceolata" "Plantago_loeflingii" "Poa_annua" "Poa_bulbosa" "Poa_infirma" "Ranunculus_bulbosus" "Ranunculus_paludosus" "Ranunculus_trilobus" "Ranunculus_tuberosus" "Romulea_bulbocodium" "Rumex_acetosella" "Rumex_acetosella_ssp_angiocarpus" "Rumex_bucephalophorus" "Sanguisorba_officinalis" "Scleranthus_annuus" "Scleranthus_delorti" "Senecio_jacobaea" "Serapias_lingua" "Sherardia_arvensis" "Silene_gallica" "Silene_scabriflora" "Sisymbrium_officinale" "Spergula_arvensis" "Spergula_pentandra" "Spergularia_purpurea" "Spergularia_rubra" "Stellaria_media" "Stipa_lagascae" "Teesdalia_coronopifolia" "Thapsia_villosa" "Tolpis_barbata" "Trifolium_arvense" "Trifolium_campestre" "Trifolium_cernuum" "Trifolium_cherleri" "Trifolium_dubium" "Trifolium_gemellum" "Trifolium_glomeratum" "Trifolium_micranthum" "Trifolium_ornithopodioides" "Trifolium_repens" "Trifolium_resupinatum" "Trifolium_striatum" "Trifolium_strictum" "Trifolium_subterraneum" "Trifolium_suffocatum" "Veronica_arvensis" "Vicia_lathyroides" "Vulpia_ciliata" "Vulpia_m" "Xolantha_guttata"
"CS008" 0 0 0 0 0 0 0.00440528634361234 0 0 0 0 0 0 0 0 0 0.0374449339207049 0 0 0 0 0 0 0 0 0 0 0.00440528634361234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0572687224669604 0 0 0.0286343612334802 0 0 0 0 0 0.0330396475770925 0 0 0 0 0 0 0 0 0 0 0 0.00881057268722467 0 0 0 0 0 0.00881057268722467 0 0 0 0 0 0 0 0 0 0.328193832599119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0903083700440529 0 0 0 0 0.165198237885463 0.0286343612334802 0 0.0286343612334802 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0286343612334802 0 0 0 0 0.138766519823789 0.00881057268722467
"PEH001" 0.0773809523809524 0 0 0 0 0 0 0 0.248015873015873 0 0 0 0 0 0 0 0 0.00396825396825397 0.0119047619047619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0734126984126984 0 0 0 0 0 0.00396825396825397 0 0 0 0 0 0 0 0 0 0.00793650793650794 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0.00396825396825397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.295634920634921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00396825396825397 0 0 0.0337301587301587 0 0 0 0.00396825396825397 0 0.00396825396825397 0 0 0 0 0.103174603174603 0
"PEH002" 0.263009845288326 0 0 0 0 0 0 0.00281293952180028 0.0393811533052039 0 0 0 0 0 0 0 0 0 0.0393811533052039 0 0 0 0 0 0 0 0 0 0 0.0239099859353024 0 0 0 0 0 0 0 0 0.00281293952180028 0 0 0 0 0 0 0 0 0.0182841068917018 0 0.00281293952180028 0.0210970464135021 0 0 0 0 0 0 0 0 0 0 0 0 0.070323488045007 0 0 0 0 0.210970464135021 0 0 0 0 0 0.00281293952180028 0 0 0.00281293952180028 0 0 0 0 0 0 0 0 0.00281293952180028 0 0 0.00281293952180028 0 0 0 0 0 0 0.0886075949367089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00281293952180028 0 0 0.00281293952180028 0 0 0.00281293952180028 0 0 0 0 0 0 0 0 0.108298171589311 0 0.0886075949367089 0
"PEH003" 0.100346020761246 0 0 0 0 0 0 0.00230680507497117 0.302191464821223 0 0 0 0 0 0 0 0 0.00230680507497117 0 0 0 0.00230680507497117 0 0 0 0 0 0 0 0.00230680507497117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00230680507497117 0.0149942329873126 0.0576701268742791 0 0 0.0426758938869666 0 0 0 0 0 0 0 0 0 0.00230680507497117 0 0 0.0449826989619377 0 0 0 0 0 0 0 0.0173010380622837 0 0 0.00230680507497117 0 0 0.00230680507497117 0 0 0.0173010380622837 0 0 0 0 0 0 0 0 0 0.00230680507497117 0 0 0 0 0.00230680507497117 0.215686274509804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0599769319492503 0 0.0173010380622837 0.0472895040369089 0 0 0 0.00461361014994233 0.0173010380622837 0 0 0 0 0 0.0173010380622837 0
"PEH004" 0.0528571428571429 0 0 0 0 0 0 0 0.0371428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0.0528571428571429 0.0214285714285714 0 0 0 0 0 0 0 0 0 0 0 0.0528571428571429 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0.0185714285714286 0 0 0 0 0 0 0.0557142857142857 0 0 0 0 0 0.0742857142857143 0 0 0 0 0.11 0 0 0 0.0242857142857143 0 0.0185714285714286 0 0 0.0214285714285714 0 0 0 0 0 0 0 0 0 0 0.00285714285714286 0 0 0 0.00285714285714286 0 0 0 0 0 0 0 0 0.128571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00285714285714286 0 0 0 0.04 0 0 0.00571428571428571 0 0.144285714285714 0 0 0.0242857142857143 0 0 0 0 0 0.0185714285714286 0
"PEH005" 0.0295119182746879 0 0.0170261066969353 0 0 0 0 0 0.0715096481271283 0 0 0 0 0 0 0 0 0.00454029511918275 0.00454029511918275 0 0 0 0 0 0 0.00227014755959137 0.0170261066969353 0 0 0 0 0 0 0 0.0465380249716231 0 0 0 0.0170261066969353 0 0 0 0 0 0 0.0170261066969353 0.185017026106697 0 0 0 0.0295119182746879 0 0 0 0 0 0 0 0 0 0 0 0 0.141884222474461 0 0 0 0.00454029511918275 0 0 0 0.00227014755959137 0 0 0.00454029511918275 0 0 0.00227014755959137 0 0 0 0 0 0.00227014755959137 0 0.0192962542565267 0 0 0 0 0 0 0 0 0 0 0.141884222474461 0 0 0 0 0 0.0147559591373439 0 0 0 0 0 0 0 0 0 0 0.0147559591373439 0.00227014755959137 0.00227014755959137 0 0 0 0 0 0 0 0 0 0 0 0 0.00227014755959137 0 0 0.141884222474461 0 0 0.00227014755959137 0 0 0 0.0147559591373439 0 0 0 0 0 0 0.0442678774120318 0
"PEH006" 0.533175355450237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485781990521327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103080568720379 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0023696682464455 0 0.221563981042654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0912322274881517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PEH007" 0.144175317185698 0 0 0 0 0 0 0 0.0173010380622837 0 0 0 0 0 0 0 0 0.00461361014994233 0.0322952710495963 0 0 0 0 0 0 0 0.00230680507497117 0 0 0.0149942329873126 0 0 0 0 0.103806228373702 0 0 0 0.0299884659746251 0 0 0 0 0 0 0 0 0.0426758938869666 0 0.00230680507497117 0.0173010380622837 0 0 0 0 0 0 0.00230680507497117 0.00230680507497117 0 0 0 0 0.258362168396771 0 0 0 0 0.0149942329873126 0 0 0.00461361014994233 0 0 0.00230680507497117 0 0 0.0173010380622837 0 0 0 0 0 0 0 0.00230680507497117 0 0 0 0 0 0 0 0 0 0 0.171856978085352 0 0 0 0.0173010380622837 0 0.00230680507497117 0 0 0 0 0 0 0 0 0 0.00230680507497117 0.0149942329873126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00230680507497117 0.0149942329873126 0 0 0 0 0 0 0.0426758938869666 0 0 0 0 0 0.0149942329873126 0
"PEH008" 0.285932721712538 0 0 0 0 0 0 0 0.0198776758409786 0 0 0 0 0 0 0 0 0.0198776758409786 0.00917431192660551 0 0 0.113149847094801 0 0 0 0.00305810397553517 0.00305810397553517 0 0 0 0 0 0 0 0.0229357798165138 0.0198776758409786 0 0 0.00305810397553517 0 0 0 0 0 0 0 0.00305810397553517 0.0198776758409786 0 0.0229357798165138 0.0198776758409786 0 0 0 0 0 0 0.00305810397553517 0 0 0 0 0 0.137614678899083 0 0 0 0 0.00305810397553517 0 0 0 0.0565749235474006 0 0 0 0 0.0198776758409786 0 0.0198776758409786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.117737003058104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0565749235474006 0 0 0 0 0 0 0.0198776758409786 0 0 0 0 0 0 0 0
"PEH009" 0.314795383001049 0 0 0 0 0 0 0.00209863588667366 0 0 0 0 0 0 0 0 0 0.0157397691500525 0 0 0 0 0 0 0.00419727177334732 0 0.00209863588667366 0 0 0.116474291710388 0 0 0 0 0 0 0 0 0.0136411332633788 0 0 0 0 0 0 0 0 0 0 0 0.00209863588667366 0 0 0 0 0 0.0388247639034627 0.0388247639034627 0 0 0 0 0 0.27492130115425 0 0 0 0.00209863588667366 0.0776495278069255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0786988457502623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00209863588667366 0 0 0 0 0 0 0 0.0157397691500525 0 0 0 0 0 0 0
"CH001" 0.0618066561014263 0.0063391442155309 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0206022187004754 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0443740095087163 0 0 0 0 0.0618066561014263 0 0 0 0 0 0 0 0 0 0 0 0 0.0998415213946117 0 0 0 0 0 0 0 0 0.0206022187004754 0 0 0 0 0 0 0.0998415213946117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0586370839936609 0 0.27892234548336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0206022187004754 0.0618066561014263 0 0.0443740095087163 0 0 0.0412044374009509 0 0 0 0 0 0.0586370839936609 0 0 0 0 0.0206022187004754 0
"CH002" 0.131034482758621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0172413793103448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0149425287356322 0 0 0 0 0 0 0 0 0 0 0.00459770114942529 0 0.032183908045977 0 0.00459770114942529 0.0149425287356322 0 0 0 0 0 0.258620689655172 0 0 0 0 0 0 0.14367816091954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298850574712644 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0149425287356322 0.00229885057471264 0.128735632183908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18735632183908 0 0 0.0149425287356322 0 0 0 0 0 0 0 0 0 0 0 0
"CH003" 0.478927203065134 0 0 0.0472541507024266 0 0 0 0 0 0 0 0 0 0 0 0.00255427841634738 0 0 0.128991060025543 0 0 0 0 0 0 0 0 0 0 0.0498084291187739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00255427841634738 0 0 0 0 0 0 0 0 0 0 0 0 0.0957854406130268 0 0 0 0 0 0 0 0 0.0804597701149425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00255427841634738 0
"CH004" 0.170091324200913 0.00228310502283105 0 0 0 0 0 0 0.00228310502283105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0148401826484018 0 0 0 0 0 0 0 0 0 0 0 0 0.171232876712329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0148401826484018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0171232876712329 0 0 0 0 0 0 0 0 0 0 0.0719178082191781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00228310502283105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0422374429223744 0 0.299086757990868 0 0.0422374429223744 0.00228310502283105 0 0 0 0.0593607305936073 0 0 0 0 0 0 0.0878995433789954 0
"CH005" 0.688073394495413 0.0229357798165138 0 0 0 0 0 0.00305810397553517 0.00305810397553517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0764525993883792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.117737003058104 0 0 0.0198776758409786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0198776758409786 0 0 0.0259938837920489 0 0 0 0 0.0198776758409786 0 0 0.00305810397553517 0 0 0 0
"CH006" 0.693160813308688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0517560073937153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.162661737523105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0924214417744917 0
"CH007" 0.266071428571429 0.0928571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.135714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0.155357142857143 0 0 0 0 0 0 0 0 0 0 0 0 0.0232142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0928571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0267857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0660714285714286 0 0 0 0 0 0 0 0 0.0267857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0.00357142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0.00357142857142857 0 0 0.00714285714285714 0 0 0 0.0303571428571429 0 0 0 0 0 0 0.0696428571428571 0
"CH008" 0.947368421052632 0 0 0 0 0 0 0 0 0.0126315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00421052631578947 0 0 0 0 0 0 0 0 0 0 0 0.00421052631578947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273684210526316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00421052631578947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOH001" 0.102880658436214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0267489711934156 0 0 0.00411522633744856 0 0 0.257201646090535 0 0 0 0.00411522633744856 0 0 0 0 0 0 0.00411522633744856 0 0.15843621399177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.234567901234568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00411522633744856 0 0 0 0 0 0 0 0 0 0 0.00411522633744856 0 0.00411522633744856 0 0 0 0 0 0 0.00411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00411522633744856 0 0 0 0 0.00411522633744856 0 0 0 0 0.00411522633744856 0 0 0 0 0 0.179012345679012 0
"MOH002" 0.339818417639429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.114137483787289 0 0 0 0 0 0 0.00259403372243839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0505836575875486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.162127107652399 0 0 0.00259403372243839 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0168612191958495 0 0 0 0 0 0 0 0 0.00259403372243839 0 0 0 0 0 0 0 0 0.0505836575875486 0 0 0 0 0 0 0.00259403372243839 0 0 0 0 0 0 0 0 0 0 0 0 0.00518806744487678 0.00259403372243839 0 0 0 0 0 0 0 0 0 0.197146562905318 0 0 0 0 0.00259403372243839 0 0 0 0 0 0 0 0 0 0 0.0479896238651102 0
"MOH003" 0.0167310167310167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193050193050193 0 0 0.0501930501930502 0 0 0.0810810810810811 0 0 0 0 0 0.00257400257400257 0 0.0167310167310167 0 0 0 0 0.240669240669241 0 0 0 0 0 0 0 0 0 0 0 0 0.146718146718147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00514800514800515 0 0 0 0 0 0.0167310167310167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0167310167310167 0.00257400257400257 0 0 0.0193050193050193 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0.0334620334620335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0965250965250965 0 0.0167310167310167 0 0.0167310167310167 0.00257400257400257 0 0 0 0 0 0.0218790218790219 0 0 0 0 0.12998712998713 0
"MOH004" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0317820658342792 0 0 0.0170261066969353 0 0 0.0715096481271283 0 0 0 0.00227014755959137 0.00227014755959137 0 0 0.0147559591373439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227014755959137 0 0 0.425652667423382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.212258796821793 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0170261066969353 0 0.0147559591373439 0.00227014755959137 0 0.00227014755959137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227014755959137 0 0 0.0839954597048808 0 0 0 0 0 0 0 0 0 0 0.0147559591373439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227014755959137 0 0 0 0 0 0.0590238365493757 0 0 0 0.0147559591373439 0 0.00227014755959137 0 0 0 0 0.00454029511918275 0
"MOH005" 0.232179226069246 0 0 0 0 0 0 0.00407331975560081 0 0 0 0 0 0 0 0.0346232179226069 0 0 0.00814663951120163 0 0 0.15071283095723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.305498981670061 0 0.00407331975560081 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0264765784114053 0 0 0 0 0 0 0 0.00407331975560081 0 0 0 0 0 0 0 0.00407331975560081 0 0.00407331975560081 0 0 0 0 0 0 0 0 0 0 0 0 0.00407331975560081 0.00407331975560081 0.00407331975560081 0 0 0 0 0.0264765784114053 0 0 0 0 0 0 0 0 0 0 0.0570264765784114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00814663951120163 0.0570264765784114 0 0 0 0.00407331975560081 0 0 0 0 0 0 0.0570264765784114 0
"MOH006" 0.0825082508250825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.183168316831683 0 0 0.0033003300330033 0 0 0.103960396039604 0 0 0 0 0 0 0 0 0 0 0 0 0.0610561056105611 0 0 0 0 0 0 0 0 0 0 0.0066006600660066 0 0.0610561056105611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0610561056105611 0 0 0 0 0 0 0 0.0280528052805281 0 0 0 0 0 0 0 0 0 0.123762376237624 0.0429042904290429 0 0 0 0 0 0 0 0 0 0 0 0.0033003300330033 0 0.0214521452145215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0462046204620462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0066006600660066 0 0 0 0 0 0.0214521452145215 0 0 0 0 0.143564356435644 0
"MOH007" 0.21980198019802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0514851485148515 0 0 0 0 0 0.124752475247525 0 0 0 0 0.00396039603960396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257425742574257 0 0 0 0 0 0 0.00396039603960396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.178217821782178 0 0 0.00396039603960396 0 0 0.00396039603960396 0 0 0 0 0 0 0 0 0.0297029702970297 0 0.00396039603960396 0 0.0257425742574257 0 0 0.00396039603960396 0 0 0 0 0 0 0 0 0 0 0.0554455445544554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257425742574257 0 0 0 0.0336633663366337 0.0514851485148515 0.0257425742574257 0 0 0.00396039603960396 0 0.099009900990099 0 0 0 0 0.0257425742574257 0
"MOH008" 0.0966257668711656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0199386503067485 0 0 0 0 0 0.0598159509202454 0 0 0 0 0 0 0 0 0 0 0 0 0.401840490797546 0 0 0 0 0 0 0 0 0 0 0 0 0.0199386503067485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115030674846626 0 0 0 0 0 0.00306748466257669 0 0 0 0 0 0 0 0 0 0 0 0 0.00613496932515337 0 0 0.171779141104294 0 0 0 0 0 0 0 0 0 0 0.00306748466257669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0199386503067485 0 0.00306748466257669 0.0199386503067485 0.0567484662576687 0 0 0 0 0 0 0 0 0 0.00306748466257669 0
"NH001" 0.212264150943396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0660377358490566 0 0 0 0 0 0 0 0 0 0 0 0.00471698113207547 0 0 0 0.00471698113207547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00471698113207547 0 0 0 0 0 0.00471698113207547 0 0 0 0 0 0 0.0919811320754717 0 0 0 0 0 0 0 0 0 0.0306603773584906 0 0 0 0 0.00471698113207547 0.0306603773584906 0 0 0.179245283018868 0 0 0 0 0 0 0 0 0 0 0 0 0 0.035377358490566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00943396226415094 0 0 0 0.122641509433962 0.00471698113207547 0.0306603773584906 0 0 0.00471698113207547 0 0.117924528301887 0 0 0 0 0.00471698113207547 0
"NH002" 0.0376811594202899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0246376811594203 0 0 0.0405797101449275 0 0 0.091304347826087 0 0 0 0.0217391304347826 0 0 0 0 0 0 0 0 0.126086956521739 0 0 0 0 0 0 0 0 0 0 0 0 0.0536231884057971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00289855072463768 0 0 0 0 0 0.0405797101449275 0 0 0 0 0 0 0.0405797101449275 0.00869565217391304 0 0 0.00289855072463768 0 0.00289855072463768 0 0 0 0 0 0 0 0 0 0.00579710144927536 0.0376811594202899 0 0.0217391304347826 0 0 0 0.0536231884057971 0 0.0376811594202899 0 0 0 0 0 0 0.00289855072463768 0 0 0 0 0 0 0 0 0 0 0.00289855072463768 0 0 0 0 0 0 0.00579710144927536 0 0.00289855072463768 0 0 0.215942028985507 0.0405797101449275 0 0.00579710144927536 0 0 0 0 0 0 0 0.072463768115942 0
"NH003" 0 0 0 0.0182841068917018 0.0365682137834037 0 0 0 0 0 0 0 0 0 0 0.0548523206751055 0 0 0.0520393811533052 0 0 0.0886075949367089 0 0 0 0.00562587904360056 0 0 0 0 0 0 0.00281293952180028 0 0.0886075949367089 0 0 0 0 0 0 0 0 0 0 0 0 0.209563994374121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00281293952180028 0 0.00281293952180028 0.00281293952180028 0 0 0 0 0.00281293952180028 0 0 0 0 0 0 0.070323488045007 0.00281293952180028 0 0 0 0 0.00281293952180028 0.00281293952180028 0 0 0 0 0 0 0 0.0182841068917018 0 0 0 0.108298171589311 0 0 0 0 0 0.0182841068917018 0 0 0 0 0 0 0 0.00281293952180028 0 0 0 0 0 0 0 0 0 0.00281293952180028 0 0 0 0 0 0 0.0886075949367089 0 0.00281293952180028 0 0.0182841068917018 0.0393811533052039 0.00562587904360056 0 0 0.00562587904360056 0 0 0 0.00281293952180028 0 0 0.0393811533052039 0
