plot,site,latitude,longitude,elevation,plot_size,exposition,orientation,sand_ratio,substrate_depth,target_type,seed_density,survey_date.seeded,survey_date.2018,survey_date.2019,survey_date.2020,survey_date.2021,botanist.2018,botanist.2019,botanist.2020,botanist.2021,vegetation_cover.2018,vegetation_cover.2019,vegetation_cover.2020,vegetation_cover.2021,biomass.2019
L5_24,5,4883968,1288828,314,6,south,land,50,30,hay_meadow,8,2018-04-27,2018-07-19,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Jakob Huber,Markus Bauer,35,40,60,70,NA
L6_01,6,4884032,1289197,314,6,south,land,0,15,dry_grassland,8,2018-04-27,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,10,50,70,80,NA
L6_02,6,4884032,1289197,314,6,south,land,0,15,hay_meadow,8,2018-04-27,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,10,45,55,70,NA
L6_03,6,4884032,1289197,314,6,south,land,0,15,dry_grassland,4,2018-04-27,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,55,65,70,70,NA
L6_04,6,4884032,1289197,314,6,south,land,0,15,hay_meadow,4,2018-04-27,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Markus Bauer,Katharina Beck,Markus Bauer,30,45,60,70,NA
L6_05,6,4884032,1289197,314,6,south,land,25,15,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,50,55,50,NA
L6_06,6,4884032,1289197,314,6,south,land,25,15,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,40,60,60,60,NA
L6_07,6,4884032,1289197,314,6,south,land,25,15,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,60,NA
L6_08,6,4884032,1289197,314,6,south,land,25,15,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,15,60,70,70,NA
L6_09,6,4884032,1289197,314,6,south,land,50,15,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,50,40,65,60,NA
L6_10,6,4884032,1289197,314,6,south,land,50,15,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,70,85,85,70,NA
L6_11,6,4884032,1289197,314,6,south,land,50,15,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,70,NA
L6_12,6,4884032,1289197,314,6,south,land,50,15,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,70,85,80,70,NA
L6_13,6,4884032,1289197,314,6,south,land,0,30,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,70,65,70,NA
L6_14,6,4884032,1289197,314,6,south,land,0,30,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,55,70,NA
L6_15,6,4884032,1289197,314,6,south,land,0,30,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,75,70,NA
L6_16,6,4884032,1289197,314,6,south,land,0,30,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,60,80,70,NA
L6_17,6,4884032,1289197,314,6,south,land,25,30,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,70,70,NA
L6_18,6,4884032,1289197,314,6,south,land,25,30,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,20,60,65,70,NA
L6_19,6,4884032,1289197,314,6,south,land,25,30,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,25,60,60,70,NA
L6_20,6,4884032,1289197,314,6,south,land,25,30,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,35,70,65,60,NA
L6_21,6,4884032,1289197,314,6,south,land,50,30,dry_grassland,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,75,80,70,80,NA
L6_22,6,4884032,1289197,314,6,south,land,50,30,hay_meadow,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,75,70,60,80,NA
L6_23,6,4884032,1289197,314,6,south,land,50,30,dry_grassland,8,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,80,90,70,80,NA
L6_24,6,4884032,1289197,314,6,south,land,50,30,hay_meadow,4,2018-04-27,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Linda Weggler,Katharina Beck,Markus Bauer,60,70,60,80,NA
W1_01,1,4883856,1287752,314,6,north,water,0,15,dry_grassland,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,70,70,90,100,181
W1_02,1,4883856,1287752,314,6,north,water,0,15,dry_grassland,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,85,90,100,1180
W1_03,1,4883856,1287752,314,6,north,water,0,15,hay_meadow,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,90,90,100,313
W1_04,1,4883856,1287752,314,6,north,water,0,15,hay_meadow,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,85,90,100,299
W1_05,1,4883856,1287752,314,6,north,water,25,15,hay_meadow,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,85,80,100,203
W1_06,1,4883856,1287752,314,6,north,water,25,15,dry_grassland,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,90,95,100,411
W1_07,1,4883856,1287752,314,6,north,water,25,15,hay_meadow,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,75,85,100,201
W1_08,1,4883856,1287752,314,6,north,water,25,15,dry_grassland,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,45,85,75,90,203
W1_09,1,4883856,1287752,314,6,north,water,50,15,dry_grassland,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,85,70,90,244
W1_10,1,4883856,1287752,314,6,north,water,50,15,hay_meadow,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,60,75,85,90,150
W1_11,1,4883856,1287752,314,6,north,water,50,15,dry_grassland,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,75,90,80,267
W1_12,1,4883856,1287752,314,6,north,water,50,15,hay_meadow,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,45,65,65,90,127
W1_13,1,4883856,1287752,314,6,north,water,0,30,hay_meadow,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,75,70,80,383
W1_14,1,4883856,1287752,314,6,north,water,0,30,dry_grassland,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,65,70,75,90,154
W1_15,1,4883856,1287752,314,6,north,water,0,30,dry_grassland,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,70,70,80,103
W1_16,1,4883856,1287752,314,6,north,water,0,30,hay_meadow,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,50,80,70,90,185
W1_17,1,4883856,1287752,314,6,north,water,25,30,dry_grassland,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,40,70,80,90,220
W1_18,1,4883856,1287752,314,6,north,water,25,30,dry_grassland,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,75,90,90,147
W1_19,1,4883856,1287752,314,6,north,water,25,30,hay_meadow,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,80,60,90,86
W1_20,1,4883856,1287752,314,6,north,water,25,30,hay_meadow,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-06,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,40,75,75,90,143
W1_21,1,4883856,1287752,314,6,north,water,50,30,dry_grassland,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,85,75,100,221
W1_22,1,4883856,1287752,314,6,north,water,50,30,hay_meadow,8,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,80,80,90,96
W1_23,1,4883856,1287752,314,6,north,water,50,30,dry_grassland,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,35,75,80,90,317
W1_24,1,4883856,1287752,314,6,north,water,50,30,hay_meadow,4,2018-04-13,2018-07-21,2019-06-26,2020-06-13,2021-07-05,Simon Reith,Jakob Huber,Katharina Beck,Markus Bauer,30,80,80,90,154
W2_01,2,4883853,1288117,314,6,north,water,0,15,dry_grassland,4,2018-04-13,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,75,90,100,137
W2_02,2,4883853,1288117,314,6,north,water,0,15,hay_meadow,4,2018-04-13,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,85,90,100,256
W2_03,2,4883853,1288117,314,6,north,water,0,15,hay_meadow,8,2018-04-13,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,90,85,100,202
W2_04,2,4883853,1288117,314,6,north,water,0,15,dry_grassland,8,2018-04-13,2018-07-20,2019-06-21,2020-06-12,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,80,90,100,209
W2_05,2,4883853,1288117,314,6,north,water,25,15,hay_meadow,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,90,80,90,210
W2_06,2,4883853,1288117,314,6,north,water,25,15,dry_grassland,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,60,90,90,90,262
W2_07,2,4883853,1288117,314,6,north,water,25,15,hay_meadow,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,50,70,80,90,144
W2_08,2,4883853,1288117,314,6,north,water,25,15,dry_grassland,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,45,85,80,100,220
W2_09,2,4883853,1288117,314,6,north,water,50,15,dry_grassland,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,95,85,90,200
W2_10,2,4883853,1288117,314,6,north,water,50,15,hay_meadow,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,80,75,90,169
W2_11,2,4883853,1288117,314,6,north,water,50,15,dry_grassland,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,90,90,100,310
W2_12,2,4883853,1288117,314,6,north,water,50,15,hay_meadow,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,90,85,90,392
W2_13,2,4883853,1288117,314,6,north,water,0,30,hay_meadow,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,70,85,90,174
W2_14,2,4883853,1288117,314,6,north,water,0,30,dry_grassland,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,85,75,80,90,178
W2_15,2,4883853,1288117,314,6,north,water,0,30,hay_meadow,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,75,70,80,90,98
W2_16,2,4883853,1288117,314,6,north,water,0,30,dry_grassland,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-07,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,80,70,85,90,155
W2_17,2,4883853,1288117,314,6,north,water,25,30,hay_meadow,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,55,75,80,90,214
W2_18,2,4883853,1288117,314,6,north,water,25,30,dry_grassland,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,45,90,80,90,935
W2_19,2,4883853,1288117,314,6,north,water,25,30,hay_meadow,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,85,85,90,138
W2_20,2,4883853,1288117,314,6,north,water,25,30,dry_grassland,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,80,80,90,237
W2_21,2,4883853,1288117,314,6,north,water,50,30,hay_meadow,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,65,80,70,62
W2_22,2,4883853,1288117,314,6,north,water,50,30,dry_grassland,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,90,85,90,385
W2_23,2,4883853,1288117,314,6,north,water,50,30,dry_grassland,4,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,65,80,80,90,676
W2_24,2,4883853,1288117,314,6,north,water,50,30,hay_meadow,8,2018-04-13,2018-07-20,2019-06-21,2020-06-13,2021-07-08,Jakob Huber,Jakob Huber,Jakob Huber,Markus Bauer,70,55,80,90,99
W3_01,3,4883887,1288363,314,6,north,water,0,15,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,50,80,90,160
W3_02,3,4883887,1288363,314,6,north,water,0,15,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,90,80,358
W3_03,3,4883887,1288363,314,6,north,water,0,15,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-12,2021-07-08,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,85,90,80,109
W3_04,3,4883887,1288363,314,6,north,water,0,15,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,90,70,90,377
W3_05,3,4883887,1288363,314,6,north,water,25,15,dry_grassland,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,80,90,90,323
W3_06,3,4883887,1288363,314,6,north,water,25,15,hay_meadow,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,80,90,337
W3_07,3,4883887,1288363,314,6,north,water,25,15,dry_grassland,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,80,75,90,367
W3_08,3,4883887,1288363,314,6,north,water,25,15,hay_meadow,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,80,70,80,505
W3_09,3,4883887,1288363,314,6,north,water,50,15,hay_meadow,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,75,85,80,304
W3_10,3,4883887,1288363,314,6,north,water,50,15,hay_meadow,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,70,70,85,80,364
W3_11,3,4883887,1288363,314,6,north,water,50,15,dry_grassland,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,75,70,80,224
W3_12,3,4883887,1288363,314,6,north,water,50,15,dry_grassland,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,20,85,75,80,401
W3_13,3,4883887,1288363,314,6,north,water,0,30,hay_meadow,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,75,80,80,237
W3_14,3,4883887,1288363,314,6,north,water,0,30,hay_meadow,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,30,75,75,80,120
W3_15,3,4883887,1288363,314,6,north,water,0,30,dry_grassland,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,45,80,85,80,119
W3_16,3,4883887,1288363,314,6,north,water,0,30,dry_grassland,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,40,75,90,80,1005
W3_17,3,4883887,1288363,314,6,north,water,25,30,dry_grassland,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,90,90,90,308
W3_18,3,4883887,1288363,314,6,north,water,25,30,hay_meadow,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,90,85,90,208
W3_19,3,4883887,1288363,314,6,north,water,25,30,dry_grassland,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,95,85,90,195
W3_20,3,4883887,1288363,314,6,north,water,25,30,hay_meadow,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,85,85,90,785
W3_21,3,4883887,1288363,314,6,north,water,50,30,hay_meadow,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,85,90,90,162
W3_22,3,4883887,1288363,314,6,north,water,50,30,dry_grassland,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,80,85,90,334
W3_23,3,4883887,1288363,314,6,north,water,50,30,dry_grassland,8,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,75,95,85,90,1333
W3_24,3,4883887,1288363,314,6,north,water,50,30,hay_meadow,4,2018-04-13,2018-07-18,2019-06-20,2020-06-12,2021-07-09,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,90,90,100,322
W4_01,4,4883906,1288474,314,6,north,water,0,15,dry_grassland,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,75,80,90,90,116
W4_02,4,4883906,1288474,314,6,north,water,0,15,hay_meadow,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,75,80,80,128
W4_03,4,4883906,1288474,314,6,north,water,0,15,dry_grassland,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,70,85,90,278
W4_04,4,4883906,1288474,314,6,north,water,0,15,hay_meadow,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,75,80,90,43
W4_05,4,4883906,1288474,314,6,north,water,25,15,hay_meadow,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,40,80,85,100,150
W4_06,4,4883906,1288474,314,6,north,water,25,15,hay_meadow,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,35,85,90,90,309
W4_07,4,4883906,1288474,314,6,north,water,25,15,dry_grassland,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,95,80,90,1427
W4_08,4,4883906,1288474,314,6,north,water,25,15,dry_grassland,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,95,85,90,450
W4_09,4,4883906,1288474,314,6,north,water,50,15,hay_meadow,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,75,75,80,171
W4_10,4,4883906,1288474,314,6,north,water,50,15,hay_meadow,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,70,80,80,170
W4_11,4,4883906,1288474,314,6,north,water,50,15,dry_grassland,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,90,85,80,149
W4_12,4,4883906,1288474,314,6,north,water,50,15,dry_grassland,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,80,80,80,168
W4_13,4,4883906,1288474,314,6,north,water,0,30,dry_grassland,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,70,90,80,128
W4_14,4,4883906,1288474,314,6,north,water,0,30,hay_meadow,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,70,85,80,82
W4_15,4,4883906,1288474,314,6,north,water,0,30,hay_meadow,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,75,80,80,191
W4_16,4,4883906,1288474,314,6,north,water,0,30,dry_grassland,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,85,85,90,188
W4_17,4,4883906,1288474,314,6,north,water,25,30,dry_grassland,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,50,90,80,90,253
W4_18,4,4883906,1288474,314,6,north,water,25,30,hay_meadow,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,40,75,75,90,211
W4_19,4,4883906,1288474,314,6,north,water,25,30,hay_meadow,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,65,75,80,141
W4_20,4,4883906,1288474,314,6,north,water,25,30,dry_grassland,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,35,95,75,90,969
W4_21,4,4883906,1288474,314,6,north,water,50,30,hay_meadow,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,15,60,70,90,140
W4_22,4,4883906,1288474,314,6,north,water,50,30,hay_meadow,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,10,65,75,70,134
W4_23,4,4883906,1288474,314,6,north,water,50,30,dry_grassland,8,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,5,80,90,90,142
W4_24,4,4883906,1288474,314,6,north,water,50,30,dry_grassland,4,2018-04-13,2018-07-19,2019-06-20,2020-06-12,2021-07-10,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,10,85,75,80,197
W5_01,5,4883968,1288828,314,6,north,water,0,15,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,85,90,90,248
