name,X01_m_2017,X02_m_2017,X03_m_2017,X04_m_2017,X05_m_2017,X06_m_2017,X07_m_2017,X08_m_2017,X10_m_2017,X09_m_2017,X11_m_2017,X12_m_2017,X13_m_2017,X14_m_2017,X15_m_2017,X16_m_2017,X17_o_2017,X18_m_2017,X19_o_2017,X20_m_2017,X21_m_2017,X22_m_2017,X23_m_2017,X24_m_2017,X25_m_2017,X26_m_2017,X27_m_2017,X28_m_2017,X29_m_2017,X30_m_2017,X31_m_2017,X32_m_2017,X33_m_2017,X34_o_2017,X35_m_2017,X36_m_2017,X37_m_2017,X38_m_2017,X39_m_2017,X40_m_2017,X41_m_2017,X42_m_2017,X43_m_2017,X44_m_2017,X45_m_2017,X46_m_2017,X47_m_2017,X48_m_2017,X49_m_2017,X50_m_2017,X51_m_2017,X52_m_2017,X53_m_2017,X54_m_2017,X55_m_2017,X56_m_2017,X57_o_2017,X58_m_2017,X59_m_2017,X60_m_2017,X61_o_2017,X62_m_2017,X63_m_2017,X64_m_2017,X65_m_2017,X66_m_2017,X67_o_2017,X68_m_2017,X69_m_2017,X70_m_2017
Cota tinctoria,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0
Crataegus monogyna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepis biennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,NA,NA,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,2,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0.1,0,0,0
Crepis capillaris,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Cyanus segetum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynodon dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynosurus cristatus,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,NA,NA,2,0,0,0.5,0,4,0,2,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis glomerata,2,0.5,2,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,4,2,0.5,0.5,0.5,0.5,2,0,2,2,0.5,0.5,0.5,0.5,2,0,0,0,0,NA,NA,0.5,2,2,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,4,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0,0.5,0,0.5,0.5,0,18.8,0.5,0.5,18.8,0.5
Daucus carota,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0.5,0,2,0.5,NA,NA,8.8,0,0.5,4,0,0,0,0.1,0,0.5,0,2,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,2,0,0,0,0,0.5,0
Deschampsia cespitosa,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dianthus carthusianorum,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Dianthus deltoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipsacus fullonum,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,18.8,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echium vulgare,0,0,0,0,0.5,0.5,2,0.5,0,0,0,0,0,0,0,0,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,NA,NA,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,2,0,0,0,0,0,0,0,0
Elymus repens,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,8.8,0,NA,NA,0.5,0.5,0,0,4,0,0,0,0,0,0,2,0.5,0,8.8,8.8,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.5,2,0.5,0,0,0
Equisetum arvense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,18.8,0,0,0,0.5,0
Erigeron annuus,0,0,18.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,0,0.5,0.5,0.5,0,0,0,0,2,2,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,0,4,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,2,0.5,0.1,0.5,0.5,0,0.5,0.5,0,0,0.5,2,0.5,0.5,0,0,4,2,0.5,0.5
Erophila verna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euonymus europaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia cyparissias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1
Euphorbia esula,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,NA,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
Euphorbia verrucosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falcaria vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca arundinacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca ovina,2,0.5,37.5,37.5,0.5,0,8.8,18.8,0,0,0,0,0,4,0,0,18.8,0,2,2,18.8,37.5,37.5,37.5,8.8,37.5,2,2,62.5,62.5,18.8,37.5,NA,NA,0,0.5,0.5,0,2,0,0,0.1,2,0.5,0.5,2,0,0,0,0,2,0.5,0,4,37.5,2,0,37.5,0.1,37.5,62.5,2,18.8,4,0,0,2,37.5,18.8,37.5
Festuca pratensis,2,2,4,0,0.5,4,0,8.8,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,2,0,0.5,0.5,0.5,0.5,0,8.8,0.5,2,2,4,0,NA,NA,2,4,2,4,0.5,0.5,0,0,2,0.5,37.5,0.5,0.5,0.5,0,37.5,0.5,18.8,0.5,0,0.5,0,0,8.8,0.5,0,0,0,2,0.5,37.5,37.5,2,0.5,4,0
Festuca rubra,4,2,0.5,0,4,4,2,0.5,8.8,0,0.5,0,4,0,0.5,8.8,2,4,37.5,18.8,2,0,0,0,2,0,18.8,2,0,0,2,0,NA,18.8,0,0,0,0,18.8,0,37.5,0,0,0.5,0,18.8,0,0.5,0,0.5,4,0.5,0,0,0,2,18.8,0,0.5,0,2,0,0,2,2,0,0,0.5,2,0
Filipendula ulmaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filipendula vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0
Foeniculum vulgare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fragaria vesca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragaria viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium mollugo,0.5,2,0,0,0.5,0,0,0,0,0,2,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.1,0.5,0.5,0.5,NA,2,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,2,0.5,0.5,0.5,0,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,2,0.5,0.5,0.5,0.5,0
Galium verum,0.5,0.5,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0.5,2,0,0,0
Geranium columbinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium dissectum,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium molle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium pratense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Geranium pusillum,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Geranium pyrenaicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0.5,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geum urbanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glechoma hederacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helianthemum nummularium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Helictotrichon pubescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heracleum sphondylium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hippocrepis comosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holcus lanatus,0,2,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,NA,NA,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,2,0,4,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,4,0.5,0,0,2,0
Hypericum perforatum,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris radicata,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobaea vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Juglans regia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Knautia arvensis,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Koeleria pyramidata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactuca serriola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lathyrus pratensis,0.5,0.5,0,0,0,0,0,0,0.5,0,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,NA,NA,0,0,0,0,4,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0.1,0,4,0.5,0.5,0,0.5,0
Lathyrus sylvestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leontodon hispidus,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidium ruderale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucanthemum vulgare,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,0.5,0.5,0,0.5,0,8.8,0,18.8,0,0,0,0,0.5,0.5,0.5,0,0.5,2,0.1,0,0,2,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
Linaria vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum catharticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolium perenne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,18.8,4,18.8,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,NA,NA,0.1,0,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0
Lotus corniculatus,0,0,0,0,4,0.5,0,4,0,0,0,0,8.8,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,0.5,0.5,0.5,0.5,4,0,37.5,0,0,0,0,0,2,0,0.5,0.5,0.5,0.5,2,2,2,0,0.5,0,0,0,0,0,0,0.5,2,0,2,0,0,0
Lysimachia nummularia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,NA,NA,0,0.1,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0.5,0
Lysimachia vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva moschata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matricaria chamomilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago falcata,0.5,2,0.5,2,0,0,2,0,0.5,0,0,0,0,0.5,0.5,4,0,0,0,0,0,2,0.5,4,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,8.8,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,2,0.5,0,0
Medicago lupulina,0,0.5,0.5,0.5,4,0,0,0,4,0.5,0,4,0.5,0.5,0.5,0.5,8.8,8.8,18.8,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,NA,0.5,18.8,8.8,8.8,8.8,2,0,0,2,0,0,0,0,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,2,0,0.5,0.5,0,0.5,2,0.5,0,0.5,0,0,0.5
Medicago minima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago sativa,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.1,0.5,0.5,0.5,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0
Melilotus officinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentha longifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Mentha spicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myosotis arvensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nardus stricta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oenothera biennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onobrychis viciifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
